user_id,household_size,number_of_kids,income_type,class,gross_monthly_income,net_monthly_income,assets_total,investments_total,savings_total,debts_total,rent_mortgage,utilities,insurance,transportation,groceries,clothes,phone,subscriptions,miscellaneous,fixed_costs_total,emergency_fund,house_rent_savings,guilt_free_spending,total_net_worth,financial_stress,owns_home,user_goals
937,5,2,single_income,upper_middle,194090,146010,9304081,1473814,101634,379052,29113,2419,4833,6228,14157,5864,1567,3633,11500,88171,16828,25386,51310,10500477,no,no,Save for kids' college
938,5,2,single_income,upper_middle,173283,134959,5654551,633425,376022,479887,25992,5103,3431,5157,14082,7863,1934,4134,11026,84536,17095,0,41132,6184111,no,yes,Build passive income
939,3,1,dual_income,middle,96833,81209,2013763,144863,37408,880536,14524,4947,3528,3103,17838,3700,1456,1226,9498,72818,28536,0,39231,1315498,no,yes,Fund children's marriage
940,5,1,single_income,middle,74837,67255,4340921,498672,73861,734063,11225,3698,5915,2431,16175,9363,1900,2613,9511,72918,18199,5082,29099,4179391,no,no,Travel abroad next year
941,3,0,dual_income,upper_middle,129946,116667,6696992,1934736,176427,126111,19491,3694,4252,6837,19801,8462,777,3085,11354,87048,33230,0,68775,8682044,no,yes,Renovate home
942,6,0,single_income,middle,80721,65644,4325954,367238,29415,642062,12108,5363,5023,3817,19564,7948,1183,1732,10496,80472,32961,19315,28530,4080545,no,no,Increase term insurance
943,6,1,single_income,middle,83075,71768,2006531,497882,64023,366308,12461,2050,5034,9734,19168,7524,1860,4302,12279,94145,16994,27414,19236,2202128,no,no,Build emergency fund
944,6,1,dual_income,middle,84844,75865,2214326,411967,68122,868949,12726,2234,4738,8863,11207,7564,2900,3754,10895,83532,45508,0,35022,1825466,no,yes,Down payment for a house
945,5,2,dual_income,rich,262306,217614,41507542,3384909,2939248,483649,39345,4237,5931,3256,18631,6009,667,1909,14573,111730,48388,23408,103662,47348050,no,no,Start an education fund
946,3,1,single_income,upper_middle,148821,133927,6445005,1657235,260567,433888,22323,4901,3453,5071,15328,6046,805,2074,9862,75614,5872,26962,39644,7928919,no,no,Buy a new car
947,5,0,dual_income,middle,99673,88142,4658650,246362,23667,327710,14950,2354,2712,6036,15731,5439,1083,1446,8690,66627,45463,8473,32660,4600969,no,no,Increase term insurance
948,6,1,dual_income,lower_middle,49687,41448,567983,126164,9408,172427,7453,3738,4881,9549,14687,2501,886,2506,10419,79880,10213,8868,11844,531128,yes,no,Pay medical bills
949,5,0,dual_income,lower_middle,34964,28700,552340,129222,1302,123285,5244,5425,2525,8684,10524,3878,509,4309,8009,61407,40587,0,5846,559579,no,yes,Repay credit card dues
950,6,1,single_income,lower_middle,48873,43294,692064,185912,19648,147292,7330,2674,3878,8257,9011,2793,732,4109,8466,64910,39941,0,11023,750332,no,yes,Buy a new car
951,3,1,single_income,middle,107754,89978,4870884,153639,93226,212669,16163,2508,5571,8414,9463,5362,1547,4935,10978,84166,29744,0,33973,4905080,no,yes,Repay credit card dues
952,6,1,single_income,middle,87748,69895,3487322,153168,96086,846203,13162,2990,4120,7513,12964,4441,2281,1961,8604,65964,22335,5964,19024,2890373,no,no,Retirement savings
953,5,0,single_income,middle,80977,63362,4306955,275010,77203,782093,12146,4281,2416,7586,13601,3388,2700,3094,10088,77346,47706,16693,22113,3877075,no,no,Travel abroad next year
954,3,2,dual_income,upper_middle,180634,159456,7194001,1677789,237449,372047,27095,5646,5500,4030,16428,3056,2760,1068,10191,78131,8498,0,44567,8737192,no,yes,Increase term insurance
955,3,0,dual_income,upper_middle,123345,95925,5785254,949582,353442,610622,18501,5201,5093,9035,12230,2531,2767,1821,9564,73324,18815,29396,71863,6477656,no,no,Pay medical bills
956,3,2,single_income,middle,116191,102884,2961501,333367,78822,357562,17428,3170,4543,5698,14629,9627,1210,3398,11350,87023,27459,26586,31410,3016128,no,no,Travel abroad next year
957,5,0,single_income,middle,60683,45534,2780534,436185,81338,205492,9102,5266,5329,7909,15014,7479,1047,2364,11262,86343,5715,0,31827,3092565,no,yes,Build passive income
958,5,1,dual_income,poor,20201,16311,34959,10515,885,65196,3030,3783,2825,7385,12117,8982,2229,4326,9743,74697,7430,0,4398,-18837,yes,yes,Start a small business
959,3,0,single_income,poor,16616,13734,45187,1399,1576,24188,2492,4148,5614,7309,9535,6753,589,4690,9394,72022,47861,15871,4786,23974,yes,no,Pay off debt
960,5,0,single_income,poor,20564,15936,75533,14742,518,62335,3084,2829,4633,8627,16462,9988,968,1507,9384,71947,15509,0,3710,28458,yes,yes,Renovate home
961,4,0,single_income,middle,117980,95926,4267162,397535,48731,576024,17697,2244,2659,9771,16276,5670,1406,4458,9986,76563,39904,0,40236,4137404,no,yes,Renovate home
962,4,2,dual_income,middle,68715,61722,3005037,201354,34783,427870,10307,4899,2327,3835,9309,9202,1122,3034,9182,70400,31768,0,38476,2813304,no,yes,Fund children's marriage
963,4,0,single_income,middle,81307,70159,4066242,203026,89134,444245,12196,5518,4462,6352,15429,8230,1404,3117,10689,81949,32365,21491,32013,3914157,no,no,Start an education fund
964,3,0,dual_income,lower_middle,38456,32598,1388557,125677,17060,159982,5768,3470,5969,7420,8607,7674,2292,2894,8667,66449,16051,13070,10178,1371312,no,no,Save for kids' college
965,3,1,dual_income,rich,362590,323114,36079702,5828401,5542285,481105,54388,3087,2755,6148,18501,5600,1825,2781,15765,120870,46032,21867,78530,46969283,no,no,Build emergency fund
966,4,0,dual_income,lower_middle,56596,44798,1683123,70259,14890,56713,8489,5677,3059,8373,15394,9862,2809,2733,10826,83001,31228,0,16469,1711559,no,yes,Fund children's marriage
967,5,0,dual_income,lower_middle,36469,32537,1573616,109009,3166,71637,5470,5866,2355,7359,8563,6009,1292,3710,8593,65882,15096,27762,7209,1614154,no,no,Plan a family vacation
968,6,2,dual_income,lower_middle,44093,34550,1316339,39387,9119,107407,6613,3042,3348,7003,12188,6868,1309,987,7063,54155,20453,6747,9555,1257438,no,no,Pay medical bills
969,4,0,single_income,middle,80856,68210,4743789,253260,86019,724739,12128,3098,5111,6397,13671,5133,2273,2565,9928,76116,46357,0,19069,4358329,no,yes,Increase term insurance
970,4,0,dual_income,middle,61946,47104,4329943,298002,81472,313388,9291,5083,5934,4788,9844,3804,1389,2166,7154,54849,42112,27975,17421,4396029,no,no,Repay credit card dues
971,4,0,single_income,lower_middle,41030,32088,1346572,25362,2447,188769,6154,5584,2063,8717,11949,4467,2693,3522,8040,61644,18303,6266,11691,1185612,no,no,Down payment for a house
972,4,0,single_income,lower_middle,42740,33949,1899053,64745,7791,181557,6411,2337,2860,8900,14900,4003,1971,3928,8261,63340,32696,22903,17280,1790032,no,no,Renovate home
973,3,0,dual_income,middle,83323,73030,4713431,219805,25379,755824,12498,3446,4441,5306,19593,5783,2872,1378,8718,66844,12199,0,19991,4202791,no,yes,Open a PPF account
974,6,1,dual_income,middle,81871,62248,2923727,376341,94923,826945,12280,4605,4538,7704,16757,3756,1860,2631,8804,67503,45777,18792,41902,2568046,no,no,Pay off debt
975,5,0,dual_income,middle,79481,65227,2746732,461781,43549,399944,11922,5387,2617,9805,13101,4431,1516,815,8294,63591,38208,0,23157,2852118,no,yes,Start an education fund
976,5,2,dual_income,middle,74040,56945,2924550,398333,54968,352007,11106,3946,5956,6351,10225,9715,1007,4377,10460,80196,35794,0,24009,3025844,no,yes,Increase term insurance
977,6,1,dual_income,poor,28420,23785,196258,2677,1744,76711,4263,2761,2682,8458,18546,7623,1118,4177,9613,73702,23317,0,2358,123968,yes,yes,Retirement savings
978,4,1,single_income,rich,371064,298746,42891469,3769033,1100296,211734,55659,5678,3843,6151,9938,4194,863,1966,15840,121442,5339,0,53101,47549064,no,yes,Save for kids' college
979,6,0,dual_income,lower_middle,51643,42293,1608828,91580,10334,148856,7746,3173,2552,5422,12211,2631,769,1957,5791,44402,19344,0,8491,1561886,no,yes,Increase term insurance
980,4,2,dual_income,upper_middle,189616,147688,5078508,567296,242346,647592,28442,4642,4323,8513,11561,4392,2915,2124,12800,98138,25494,0,42166,5240558,no,yes,Open a PPF account
981,6,1,single_income,upper_middle,156559,126610,7442049,563394,367479,565012,23483,3381,2077,4788,15460,4821,581,4691,11755,90123,12312,0,55778,7807910,no,yes,Save for kids' college
982,3,0,dual_income,lower_middle,32590,25790,1186230,9534,7921,182763,4888,5195,2355,5417,14937,8380,2880,2570,9651,73996,22314,17746,14274,1020922,no,no,Upgrade to a bigger house
983,3,2,single_income,middle,84978,68720,3593800,453762,37905,596314,12746,4187,4568,4793,16283,8220,1351,2253,9765,74868,10054,0,42020,3489153,no,yes,Down payment for a house
984,6,1,dual_income,upper_middle,192956,168250,6758261,1853970,219917,141583,28943,5832,4611,2161,18184,4082,536,3846,12524,96022,41822,0,66525,8690565,no,yes,Down payment for a house
985,6,1,dual_income,middle,100290,83080,2635765,300772,32438,526488,15043,2756,4499,8713,19931,5183,1985,2909,12648,96974,42066,0,38104,2442487,no,yes,Buy a new car
986,3,1,single_income,middle,65161,53544,4571846,479928,69223,631585,9774,5897,4142,6490,10411,9482,616,1076,8197,62846,19641,0,29184,4489412,no,yes,Buy a new car
987,6,0,dual_income,rich,293435,247661,30331818,6757499,8571421,445356,44015,3119,4214,9498,16065,7060,2411,673,13806,105847,8532,22622,104936,45215382,no,no,Increase term insurance
988,5,2,single_income,upper_middle,167229,133242,7760524,813269,185702,240921,25084,5125,5718,5410,9382,9318,1623,2743,11189,85785,7589,0,71372,8518574,no,yes,Build wealth for kids
989,5,0,dual_income,rich,401109,311478,19460607,6278997,7007233,351004,60166,2374,3612,2454,12297,7851,1975,2887,15738,120660,46221,13008,51706,32395833,no,no,Pay medical bills
990,5,2,dual_income,middle,77021,65206,3515684,148215,21223,367182,11553,3046,2664,3246,14061,7340,765,3091,9769,74899,5880,11124,39626,3317940,no,no,Down payment for a house
991,3,0,dual_income,upper_middle,150261,125921,7026046,1624096,168334,500819,22539,3493,4679,9515,9625,4419,2347,1816,10861,83270,23334,21607,76051,8317657,no,no,Travel abroad next year
992,6,1,single_income,lower_middle,36511,28381,868205,85643,1523,178089,5476,2432,5760,7467,12604,6603,1116,4669,8524,65357,27158,0,15895,777282,no,yes,Fund children's marriage
993,4,0,single_income,rich,245176,217083,18867314,8931498,631777,313654,36776,4470,5460,5768,18126,7978,2819,709,14473,110963,9834,0,96293,28116935,no,yes,Renovate home
994,4,2,single_income,upper_middle,150545,130733,9964197,1321644,471223,403244,22581,4218,3797,2976,16771,4573,2657,1961,11071,84879,25801,0,65375,11353820,no,yes,Repay credit card dues
995,6,0,dual_income,poor,25579,21559,85406,18531,917,26842,3836,4069,5761,2559,16820,5066,1852,2308,8816,67592,15087,17122,2524,78012,yes,no,Start an education fund
996,3,1,single_income,poor,16173,13714,94052,6932,1525,30241,2425,2587,3710,7972,13368,7971,2545,2098,8867,67982,8851,0,328,72268,yes,yes,Pay off debt
997,6,0,dual_income,middle,64659,51750,3271089,278217,67543,394886,9698,2507,2055,9723,18785,5341,695,2684,8457,64840,30114,0,28937,3221963,no,yes,Build passive income
998,5,0,single_income,lower_middle,38916,30936,1054999,14177,13202,199891,5837,5500,3903,9691,17896,5383,579,595,9316,71423,6283,19920,15532,882487,no,no,Start an education fund
999,4,1,dual_income,lower_middle,57963,43862,838531,79942,14928,197904,8694,2619,2613,3433,14234,7628,1376,3818,7157,54873,38128,28757,19221,735497,no,no,Retirement savings
1000,6,2,dual_income,upper_middle,122090,101359,6857462,970459,354185,553104,18313,4160,2972,7949,11347,3169,1880,993,9508,72899,40947,0,61567,7629002,no,yes,Retirement savings
